Trade number,Instrument,Market_position,Qty,Entry_price,Exit_price,Entry_time,Exit_time,Entry_name,Exit_name,Profit,Cum_net_profit,Commission,MAE,MFE,Bars
789,NQ MAR25,Long,1,10620.25,10567,4/16/2020 11:24,4/16/2020 12:36,LongEntry,StopLoss,"($1,069.18)","$40,546.98 ",$4.18 ,"$1,130.00 ","$1,375.00 ",9
790,NQ MAR25,Short,1,10673.25,10715.5,4/17/2020 11:06,4/17/2020 17:00,ShortEntry,Exit on session close,($849.18),"$39,697.80 ",$4.18 ,"$1,145.00 ","$1,605.00 ",40
791,NQ MAR25,Long,1,10691.75,10682,4/20/2020 10:39,4/20/2020 14:42,LongEntry,StopLoss,($199.18),"$39,498.62 ",$4.18 ,$650.00 ,"$1,155.00 ",28
792,NQ MAR25,Short,1,10404.5,10304,4/21/2020 10:48,4/21/2020 11:15,ShortEntry,ProfitTarget,"$2,005.82 ","$41,504.44 ",$4.18 ,$70.00 ,"$2,530.00 ",4
793,NQ MAR25,Long,1,10489.75,10575.25,4/22/2020 10:57,4/22/2020 14:51,LongEntry,ProfitTarget,"$1,705.82 ","$43,210.26 ",$4.18 ,$475.00 ,"$1,725.00 ",27
794,NQ MAR25,Long,1,10657.75,10628.5,4/23/2020 10:39,4/23/2020 12:00,LongEntry,StopLoss,($589.18),"$42,621.08 ",$4.18 ,$740.00 ,$645.00 ,10
795,NQ MAR25,Long,1,10539.75,10624.25,4/24/2020 10:39,4/24/2020 14:15,LongEntry,ProfitTarget,"$1,685.82 ","$44,306.90 ",$4.18 ,$530.00 ,"$1,770.00 ",25
796,NQ MAR25,Short,1,10732.75,10754,4/27/2020 10:57,4/27/2020 11:33,ShortEntry,StopLoss,($429.18),"$43,877.72 ",$4.18 ,$545.00 ,$445.00 ,5
797,NQ MAR25,Short,1,10679.75,10608.75,4/28/2020 10:39,4/28/2020 11:06,ShortEntry,ProfitTarget,"$1,415.82 ","$45,293.54 ",$4.18 ,$365.00 ,"$1,470.00 ",4
798,NQ MAR25,Long,1,10820.75,10909.5,4/29/2020 10:48,4/29/2020 15:36,LongEntry,ProfitTarget,"$1,770.82 ","$47,064.36 ",$4.18 ,$260.00 ,"$1,845.00 ",33
799,NQ MAR25,Short,1,10831,10863,4/30/2020 12:18,4/30/2020 15:27,ShortEntry,StopLoss,($644.18),"$46,420.18 ",$4.18 ,$695.00 ,$435.00 ,22
800,NQ MAR25,Short,1,10673,10588.25,5/1/2020 11:42,5/1/2020 12:54,ShortEntry,ProfitTarget,"$1,690.82 ","$48,111.00 ",$4.18 ,$255.00 ,"$1,870.00 ",9
801,NQ MAR25,Short,1,10664,10700.5,5/4/2020 12:27,5/4/2020 15:27,ShortEntry,StopLoss,($734.18),"$47,376.82 ",$4.18 ,$730.00 ,"$1,235.00 ",21
802,NQ MAR25,Short,1,10874.5,10900.5,5/5/2020 12:54,5/5/2020 13:57,ShortEntry,StopLoss,($524.18),"$46,852.64 ",$4.18 ,$520.00 ,$90.00 ,8
803,NQ MAR25,Long,1,10941.5,10909,5/6/2020 10:57,5/6/2020 11:33,LongEntry,StopLoss,($654.18),"$46,198.46 ",$4.18 ,$745.00 ,$165.00 ,5
804,NQ MAR25,Long,1,10976.5,11021.5,5/7/2020 11:33,5/7/2020 17:00,LongEntry,Exit on session close,$895.82 ,"$47,094.28 ",$4.18 ,$180.00 ,"$1,060.00 ",37
805,NQ MAR25,Long,1,11086.25,11075.5,5/8/2020 10:39,5/8/2020 11:15,LongEntry,StopLoss,($219.18),"$46,875.10 ",$4.18 ,$505.00 ,$240.00 ,5
806,NQ MAR25,Long,1,11202.25,11184,5/11/2020 13:30,5/11/2020 17:00,LongEntry,Exit on session close,($369.18),"$46,505.92 ",$4.18 ,$660.00 ,$805.00 ,24
807,NQ MAR25,Long,1,11228.25,11201.25,5/12/2020 11:33,5/12/2020 12:00,LongEntry,StopLoss,($544.18),"$45,961.74 ",$4.18 ,$650.00 ,$155.00 ,4
808,NQ MAR25,Short,1,11011.25,10975,5/13/2020 11:15,5/13/2020 11:33,ShortEntry,StopLoss,$720.82 ,"$46,682.56 ",$4.18 ,$715.00 ,$785.00 ,3
809,NQ MAR25,Long,1,10837.25,10804.25,5/14/2020 11:15,5/14/2020 12:18,LongEntry,StopLoss,($664.18),"$46,018.38 ",$4.18 ,$860.00 ,$815.00 ,8
810,NQ MAR25,Long,1,10891.75,10995.5,5/15/2020 11:42,5/15/2020 13:21,LongEntry,ProfitTarget,"$2,070.82 ","$48,089.20 ",$4.18 ,$510.00 ,"$2,130.00 ",12
811,NQ MAR25,Long,1,11216.5,11220.5,5/18/2020 10:57,5/18/2020 17:00,LongEntry,Exit on session close,$75.82 ,"$48,165.02 ",$4.18 ,$145.00 ,$970.00 ,41
812,NQ MAR25,Short,1,11283.75,11311,5/19/2020 12:36,5/19/2020 13:48,ShortEntry,StopLoss,($549.18),"$47,615.84 ",$4.18 ,$545.00 ,$145.00 ,9
813,NQ MAR25,Long,1,11380.25,11365.5,5/20/2020 11:33,5/20/2020 12:36,LongEntry,StopLoss,($299.18),"$47,316.66 ",$4.18 ,$505.00 ,$405.00 ,8
814,NQ MAR25,Short,1,11265,11291.5,5/21/2020 11:33,5/21/2020 11:42,ShortEntry,StopLoss,($534.18),"$46,782.48 ",$4.18 ,$530.00 ,$130.00 ,2
815,NQ MAR25,Long,1,11280.25,11254,5/22/2020 10:57,5/22/2020 11:06,LongEntry,StopLoss,($529.18),"$46,253.30 ",$4.18 ,$545.00 ,$0.00 ,2
816,NQ MAR25,Short,1,11352.75,11376,5/26/2020 11:42,5/26/2020 12:54,ShortEntry,StopLoss,($469.18),"$45,784.12 ",$4.18 ,$550.00 ,$735.00 ,9
817,NQ MAR25,Short,1,11104.25,11155,5/27/2020 10:57,5/27/2020 11:33,ShortEntry,StopLoss,"($1,019.18)","$44,764.94 ",$4.18 ,"$1,070.00 ",$565.00 ,5
818,NQ MAR25,Long,1,11376.5,11462,5/28/2020 10:39,5/28/2020 13:39,LongEntry,ProfitTarget,"$1,705.82 ","$46,470.76 ",$4.18 ,$300.00 ,"$1,770.00 ",21
819,NQ MAR25,Long,1,11349.25,11319,5/29/2020 12:09,5/29/2020 12:36,LongEntry,StopLoss,($609.18),"$45,861.58 ",$4.18 ,$775.00 ,$205.00 ,4
820,NQ MAR25,Short,1,11459.5,11487.25,6/1/2020 11:42,6/1/2020 12:54,ShortEntry,StopLoss,($559.18),"$45,302.40 ",$4.18 ,$570.00 ,$110.00 ,9
821,NQ MAR25,Short,1,11459,11483.25,6/2/2020 11:06,6/2/2020 13:12,ShortEntry,StopLoss,($489.18),"$44,813.22 ",$4.18 ,$500.00 ,"$1,015.00 ",15
822,NQ MAR25,Long,1,11587.25,11593.75,6/3/2020 13:39,6/3/2020 17:00,LongEntry,Exit on session close,$125.82 ,"$44,939.04 ",$4.18 ,$395.00 ,$890.00 ,23
823,NQ MAR25,Short,1,11610.25,11565.75,6/4/2020 11:15,6/4/2020 11:33,ShortEntry,ProfitTarget,$885.82 ,"$45,824.86 ",$4.18 ,$15.00 ,"$1,390.00 ",3
824,NQ MAR25,Short,1,11662.5,11698.25,6/5/2020 10:39,6/5/2020 11:15,ShortEntry,StopLoss,($719.18),"$45,105.68 ",$4.18 ,$725.00 ,$150.00 ,5
825,NQ MAR25,Long,1,11707.5,11765,6/8/2020 10:57,6/8/2020 14:15,LongEntry,ProfitTarget,"$1,145.82 ","$46,251.50 ",$4.18 ,$200.00 ,"$1,205.00 ",23
826,NQ MAR25,Long,1,11848.75,11901,6/9/2020 10:57,6/9/2020 13:48,LongEntry,ProfitTarget,"$1,040.82 ","$47,292.32 ",$4.18 ,$200.00 ,"$1,155.00 ",20
827,NQ MAR25,Long,1,12044.5,11999.25,6/10/2020 14:42,6/10/2020 14:51,LongEntry,StopLoss,($909.18),"$46,383.14 ",$4.18 ,"$1,180.00 ",$5.00 ,2
828,NQ MAR25,Short,1,11683,11717.5,6/11/2020 12:36,6/11/2020 12:45,ShortEntry,StopLoss,($694.18),"$45,688.96 ",$4.18 ,$735.00 ,$270.00 ,2
829,NQ MAR25,Short,1,11640.75,11537.25,6/12/2020 10:48,6/12/2020 11:15,ShortEntry,ProfitTarget,"$2,065.82 ","$47,754.78 ",$4.18 ,$305.00 ,"$2,730.00 ",4
830,NQ MAR25,Long,1,11582.75,11683.5,6/15/2020 12:36,6/15/2020 14:24,LongEntry,ProfitTarget,"$2,010.82 ","$49,765.60 ",$4.18 ,$390.00 ,"$2,275.00 ",13
831,NQ MAR25,Short,1,11792.5,11840.5,6/16/2020 11:15,6/16/2020 11:33,ShortEntry,StopLoss,($964.18),"$48,801.42 ",$4.18 ,"$1,070.00 ",$170.00 ,3
832,NQ MAR25,Long,1,11921.25,11890.25,6/17/2020 11:06,6/17/2020 15:36,LongEntry,StopLoss,($624.18),"$48,177.24 ",$4.18 ,$655.00 ,$935.00 ,31
833,NQ MAR25,Long,1,11916.5,11885.5,6/18/2020 11:33,6/18/2020 12:09,LongEntry,StopLoss,($624.18),"$47,553.06 ",$4.18 ,$730.00 ,$80.00 ,5
834,NQ MAR25,Short,1,11993.5,12012.25,6/19/2020 10:57,6/19/2020 11:24,ShortEntry,StopLoss,($379.18),"$47,173.88 ",$4.18 ,$470.00 ,$150.00 ,4
835,NQ MAR25,Long,1,11978,12033.5,6/22/2020 12:09,6/22/2020 15:09,LongEntry,ProfitTarget,"$1,105.82 ","$48,279.70 ",$4.18 ,$10.00 ,"$1,190.00 ",21
836,NQ MAR25,Long,1,12138.75,12120.75,6/23/2020 10:48,6/23/2020 10:57,LongEntry,StopLoss,($364.18),"$47,915.52 ",$4.18 ,$445.00 ,$260.00 ,2
837,NQ MAR25,Short,1,11920,11948.75,6/24/2020 11:33,6/24/2020 13:12,ShortEntry,StopLoss,($579.18),"$47,336.34 ",$4.18 ,$685.00 ,"$1,445.00 ",12
838,NQ MAR25,Long,1,11918.25,11876.25,6/25/2020 10:39,6/25/2020 11:15,LongEntry,StopLoss,($844.18),"$46,492.16 ",$4.18 ,$900.00 ,$305.00 ,5
839,NQ MAR25,Short,1,11848.5,11789.5,6/26/2020 10:39,6/26/2020 11:06,ShortEntry,ProfitTarget,"$1,175.82 ","$47,667.98 ",$4.18 ,$175.00 ,"$1,540.00 ",4
840,NQ MAR25,Long,1,11782.25,11906.25,6/29/2020 10:48,6/29/2020 17:00,LongEntry,Exit on session close,"$2,475.82 ","$50,143.80 ",$4.18 ,$645.00 ,"$2,705.00 ",42
841,NQ MAR25,Long,1,11994.5,11972.5,6/30/2020 11:15,6/30/2020 13:21,LongEntry,StopLoss,($444.18),"$49,699.62 ",$4.18 ,$505.00 ,$580.00 ,15
842,NQ MAR25,Long,1,12127.5,12187.25,7/1/2020 10:39,7/1/2020 14:24,LongEntry,ProfitTarget,"$1,190.82 ","$50,890.44 ",$4.18 ,$265.00 ,"$1,365.00 ",26
843,NQ MAR25,Short,1,12293.75,12319,7/2/2020 10:48,7/2/2020 10:57,ShortEntry,StopLoss,($509.18),"$50,381.26 ",$4.18 ,$630.00 ,$20.00 ,2
844,NQ MAR25,Long,1,12484.25,12531,7/6/2020 11:06,7/6/2020 11:51,LongEntry,ProfitTarget,$930.82 ,"$51,312.08 ",$4.18 ,$25.00 ,"$1,015.00 ",6
845,NQ MAR25,Long,1,12601.75,12582.75,7/7/2020 11:24,7/7/2020 11:51,LongEntry,StopLoss,($384.18),"$50,927.90 ",$4.18 ,$515.00 ,$265.00 ,4
846,NQ MAR25,Long,1,12511,12592,7/8/2020 12:09,7/8/2020 17:00,LongEntry,Exit on session close,"$1,615.82 ","$52,543.72 ",$4.18 ,$590.00 ,"$1,645.00 ",33
847,NQ MAR25,Short,1,12504,12540.75,7/9/2020 11:15,7/9/2020 11:24,ShortEntry,StopLoss,($739.18),"$51,804.54 ",$4.18 ,$840.00 ,$5.00 ,2
848,NQ MAR25,Long,1,12642.5,12727.25,7/10/2020 11:42,7/10/2020 15:36,LongEntry,ProfitTarget,"$1,690.82 ","$53,495.36 ",$4.18 ,$175.00 ,"$1,720.00 ",27
849,NQ MAR25,Long,1,12905.75,12965.25,7/13/2020 10:48,7/13/2020 11:15,LongEntry,ProfitTarget,"$1,185.82 ","$54,681.18 ",$4.18 ,$30.00 ,"$1,265.00 ",4
850,NQ MAR25,Short,1,12434,12496.75,7/14/2020 13:21,7/14/2020 13:48,ShortEntry,StopLoss,"($1,259.18)","$53,422.00 ",$4.18 ,"$1,345.00 ",$155.00 ,4
851,NQ MAR25,Long,1,12674.75,12631.75,7/15/2020 10:57,7/15/2020 11:06,LongEntry,StopLoss,($864.18),"$52,557.82 ",$4.18 ,$860.00 ,$90.00 ,2
852,NQ MAR25,Short,1,12408.75,12439.5,7/16/2020 11:24,7/16/2020 11:51,ShortEntry,StopLoss,($619.18),"$51,938.64 ",$4.18 ,$825.00 ,$195.00 ,4
853,NQ MAR25,Long,1,12518.75,12542.75,7/17/2020 11:15,7/17/2020 17:00,LongEntry,Exit on session close,$475.82 ,"$52,414.46 ",$4.18 ,$370.00 ,"$1,430.00 ",39
854,NQ MAR25,Long,1,12685.75,12748.25,7/20/2020 10:39,7/20/2020 12:54,LongEntry,ProfitTarget,"$1,245.82 ","$53,660.28 ",$4.18 ,$380.00 ,"$1,290.00 ",16
855,NQ MAR25,Short,1,12769.75,12801,7/21/2020 12:00,7/21/2020 13:48,ShortEntry,StopLoss,($629.18),"$53,031.10 ",$4.18 ,$790.00 ,$425.00 ,13
856,NQ MAR25,Short,1,12776,12686.25,7/22/2020 10:48,7/22/2020 11:24,ShortEntry,ProfitTarget,"$1,790.82 ","$54,821.92 ",$4.18 ,$105.00 ,"$1,835.00 ",5
857,NQ MAR25,Long,1,12753.5,12719.25,7/23/2020 10:57,7/23/2020 11:15,LongEntry,StopLoss,($689.18),"$54,132.74 ",$4.18 ,$945.00 ,$260.00 ,3
858,NQ MAR25,Long,1,12393.75,12381,7/24/2020 13:57,7/24/2020 17:00,LongEntry,Exit on session close,($259.18),"$53,873.56 ",$4.18 ,$905.00 ,$770.00 ,21
859,NQ MAR25,Short,1,12503.25,12532.25,7/27/2020 10:39,7/27/2020 10:57,ShortEntry,StopLoss,($584.18),"$53,289.38 ",$4.18 ,$705.00 ,$80.00 ,3
860,NQ MAR25,Long,1,12538.5,12499.5,7/28/2020 12:45,7/28/2020 15:18,LongEntry,StopLoss,($784.18),"$52,505.20 ",$4.18 ,$860.00 ,$655.00 ,18
861,NQ MAR25,Long,1,12553.25,12514.25,7/29/2020 10:57,7/29/2020 12:18,LongEntry,StopLoss,($784.18),"$51,721.02 ",$4.18 ,$875.00 ,$210.00 ,10
862,NQ MAR25,Long,1,12576.25,12811.25,7/30/2020 12:09,7/30/2020 17:00,LongEntry,Exit on session close,"$4,695.82 ","$56,416.84 ",$4.18 ,$185.00 ,"$4,830.00 ",33
863,NQ MAR25,Long,1,12740.25,12706.75,7/31/2020 11:33,7/31/2020 12:09,LongEntry,StopLoss,($674.18),"$55,742.66 ",$4.18 ,$920.00 ,$160.00 ,5
864,NQ MAR25,Long,1,12961.75,12973.75,8/3/2020 11:33,8/3/2020 17:00,LongEntry,Exit on session close,$235.82 ,"$55,978.48 ",$4.18 ,$495.00 ,$635.00 ,37
865,NQ MAR25,Short,1,12949.5,12969,8/4/2020 11:33,8/4/2020 13:30,ShortEntry,StopLoss,($394.18),"$55,584.30 ",$4.18 ,$495.00 ,$425.00 ,14
866,NQ MAR25,Long,1,13054.25,13020.75,8/6/2020 10:39,8/6/2020 10:57,LongEntry,StopLoss,($674.18),"$54,910.12 ",$4.18 ,$895.00 ,$110.00 ,3
867,NQ MAR25,Short,1,13138.5,13070.25,8/7/2020 11:42,8/7/2020 13:03,ShortEntry,ProfitTarget,"$1,360.82 ","$56,270.94 ",$4.18 ,$110.00 ,"$1,535.00 ",10
868,NQ MAR25,Short,1,12898,12933.75,8/10/2020 10:57,8/10/2020 11:42,ShortEntry,StopLoss,($719.18),"$55,551.76 ",$4.18 ,$740.00 ,$985.00 ,6
869,NQ MAR25,Long,1,12985.5,12946,8/11/2020 11:33,8/11/2020 12:09,LongEntry,StopLoss,($794.18),"$54,757.58 ",$4.18 ,$975.00 ,$155.00 ,5
870,NQ MAR25,Long,1,13069.25,13040.5,8/12/2020 12:18,8/12/2020 13:39,LongEntry,StopLoss,($579.18),"$54,178.40 ",$4.18 ,$675.00 ,$320.00 ,10
871,NQ MAR25,Short,1,13148.75,13169,8/13/2020 11:51,8/13/2020 12:45,ShortEntry,StopLoss,($409.18),"$53,769.22 ",$4.18 ,$570.00 ,$245.00 ,7
872,NQ MAR25,Short,1,13026.5,13071,8/14/2020 10:39,8/14/2020 10:57,ShortEntry,StopLoss,($894.18),"$52,875.04 ",$4.18 ,$890.00 ,$200.00 ,3
873,NQ MAR25,Short,1,13167.25,13182.75,8/17/2020 12:00,8/17/2020 12:54,ShortEntry,StopLoss,($314.18),"$52,560.86 ",$4.18 ,$345.00 ,$60.00 ,7
874,NQ MAR25,Long,1,13284.25,13333.5,8/18/2020 12:27,8/18/2020 17:00,LongEntry,Exit on session close,$980.82 ,"$53,541.68 ",$4.18 ,$50.00 ,"$1,030.00 ",31
875,NQ MAR25,Long,1,13321.25,13299.25,8/19/2020 10:39,8/19/2020 14:24,LongEntry,StopLoss,($444.18),"$53,097.50 ",$4.18 ,$465.00 ,$745.00 ,26
876,NQ MAR25,Short,1,13327.75,13346,8/20/2020 12:54,8/20/2020 14:24,ShortEntry,StopLoss,($369.18),"$52,728.32 ",$4.18 ,$450.00 ,$360.00 ,11
877,NQ MAR25,Long,1,13454.25,13431.5,8/21/2020 10:48,8/21/2020 11:51,LongEntry,StopLoss,($459.18),"$52,269.14 ",$4.18 ,$555.00 ,$485.00 ,8
878,NQ MAR25,Short,1,13472.5,13507.25,8/24/2020 11:06,8/24/2020 11:15,ShortEntry,StopLoss,($699.18),"$51,569.96 ",$4.18 ,$750.00 ,$475.00 ,2
879,NQ MAR25,Long,1,13595.75,13571,8/25/2020 11:33,8/25/2020 11:42,LongEntry,StopLoss,($499.18),"$51,070.78 ",$4.18 ,$635.00 ,$65.00 ,2
880,NQ MAR25,Long,1,13739.25,13786.75,8/26/2020 10:48,8/26/2020 11:42,LongEntry,ProfitTarget,$945.82 ,"$52,016.60 ",$4.18 ,$15.00 ,$995.00 ,7
881,NQ MAR25,Short,1,13839.75,13880,8/27/2020 12:54,8/27/2020 14:24,ShortEntry,StopLoss,($809.18),"$51,207.42 ",$4.18 ,$875.00 ,"$1,690.00 ",11
882,NQ MAR25,Short,1,13889.5,13914.25,8/28/2020 11:15,8/28/2020 11:33,ShortEntry,StopLoss,($499.18),"$50,708.24 ",$4.18 ,$620.00 ,$25.00 ,3
883,NQ MAR25,Long,1,13982.5,13956.75,8/31/2020 10:48,8/31/2020 11:42,LongEntry,StopLoss,($519.18),"$50,189.06 ",$4.18 ,$915.00 ,$775.00 ,7
884,NQ MAR25,Long,1,14169.25,14248.5,9/1/2020 12:27,9/1/2020 17:00,LongEntry,Exit on session close,"$1,580.82 ","$51,769.88 ",$4.18 ,$370.00 ,"$1,585.00 ",31
885,NQ MAR25,Short,1,14191.25,14228.25,9/2/2020 11:33,9/2/2020 12:27,ShortEntry,StopLoss,($744.18),"$51,025.70 ",$4.18 ,$935.00 ,"$1,970.00 ",7
886,NQ MAR25,Short,1,13923.5,13820,9/3/2020 10:48,9/3/2020 11:24,ShortEntry,ProfitTarget,"$2,065.82 ","$53,091.52 ",$4.18 ,$295.00 ,"$2,735.00 ",5
887,NQ MAR25,Short,1,13201.25,13225.75,9/4/2020 10:48,9/4/2020 11:15,ShortEntry,StopLoss,($494.18),"$52,597.34 ",$4.18 ,"$1,930.00 ","$2,775.00 ",4
888,NQ MAR25,Short,1,13417.25,13422,9/7/2020 12:54,9/7/2020 13:00,ShortEntry,Exit on session close,($99.18),"$52,498.16 ",$4.18 ,$255.00 ,$80.00 ,2
889,NQ MAR25,Short,1,13139,12964.5,9/8/2020 12:00,9/8/2020 17:00,ShortEntry,Exit on session close,"$3,485.82 ","$55,983.98 ",$4.18 ,"$1,520.00 ","$3,560.00 ",34
890,NQ MAR25,Long,1,13298.25,13282.75,9/9/2020 10:57,9/9/2020 11:33,LongEntry,StopLoss,($314.18),"$55,669.80 ",$4.18 ,"$1,315.00 ",$615.00 ,5
891,NQ MAR25,Short,1,13335,13386,9/10/2020 11:06,9/10/2020 11:24,ShortEntry,StopLoss,"($1,024.18)","$54,645.62 ",$4.18 ,"$1,150.00 ",$315.00 ,3
892,NQ MAR25,Short,1,13066,12900.25,9/11/2020 11:42,9/11/2020 13:12,ShortEntry,ProfitTarget,"$3,310.82 ","$57,956.44 ",$4.18 ,$545.00 ,"$3,385.00 ",11
893,NQ MAR25,Long,1,13275,13254.25,9/14/2020 10:39,9/14/2020 10:48,LongEntry,StopLoss,($419.18),"$57,537.26 ",$4.18 ,$705.00 ,$60.00 ,2
894,NQ MAR25,Short,1,13354,13370.75,9/15/2020 10:39,9/15/2020 11:24,ShortEntry,StopLoss,($339.18),"$57,198.08 ",$4.18 ,$555.00 ,"$1,090.00 ",6
895,NQ MAR25,Short,1,13345,13279.25,9/16/2020 10:39,9/16/2020 10:57,ShortEntry,ProfitTarget,"$1,310.82 ","$58,508.90 ",$4.18 ,$105.00 ,"$1,540.00 ",3
896,NQ MAR25,Short,1,12952.25,13000,9/17/2020 12:00,9/17/2020 17:00,ShortEntry,Exit on session close,($959.18),"$57,549.72 ",$4.18 ,"$1,630.00 ","$2,130.00 ",34
897,NQ MAR25,Short,1,12920.5,12842.75,9/18/2020 10:57,9/18/2020 12:36,ShortEntry,ProfitTarget,"$1,550.82 ","$59,100.54 ",$4.18 ,$300.00 ,"$2,005.00 ",12
898,NQ MAR25,Short,1,12622.75,12695,9/21/2020 10:57,9/21/2020 11:15,ShortEntry,StopLoss,"($1,449.18)","$57,651.36 ",$4.18 ,"$1,460.00 ",$355.00 ,3
899,NQ MAR25,Short,1,12878,12924.75,9/22/2020 11:15,9/22/2020 11:33,ShortEntry,StopLoss,($939.18),"$56,712.18 ",$4.18 ,$995.00 ,$495.00 ,3
900,NQ MAR25,Long,1,13026.75,13007.5,9/23/2020 11:06,9/23/2020 11:15,LongEntry,StopLoss,($389.18),"$56,323.00 ",$4.18 ,$925.00 ,$0.00 ,2
901,NQ MAR25,Long,1,12805,12754.5,9/24/2020 11:15,9/24/2020 15:36,LongEntry,StopLoss,"($1,014.18)","$55,308.82 ",$4.18 ,"$1,265.00 ","$2,770.00 ",30
902,NQ MAR25,Long,1,12899.25,12999.25,9/25/2020 10:57,9/25/2020 14:24,LongEntry,ProfitTarget,"$1,995.82 ","$57,304.64 ",$4.18 ,$430.00 ,"$2,385.00 ",24
903,NQ MAR25,Long,1,13218.75,13181.75,9/28/2020 11:42,9/28/2020 12:18,LongEntry,StopLoss,($744.18),"$56,560.46 ",$4.18 ,$915.00 ,$360.00 ,5
904,NQ MAR25,Short,1,13233.75,13258.75,9/29/2020 10:57,9/29/2020 11:24,ShortEntry,StopLoss,($504.18),"$56,056.28 ",$4.18 ,$805.00 ,$110.00 ,4
905,NQ MAR25,Long,1,13386.75,13325.25,9/30/2020 10:39,9/30/2020 15:00,LongEntry,StopLoss,"($1,234.18)","$54,822.10 ",$4.18 ,"$1,480.00 ","$1,420.00 ",30
906,NQ MAR25,Short,1,13442.25,13481.25,10/1/2020 12:18,10/1/2020 13:12,ShortEntry,StopLoss,($784.18),"$54,037.92 ",$4.18 ,$845.00 ,$245.00 ,7
907,NQ MAR25,Short,1,13202,13233.5,10/2/2020 14:51,10/2/2020 15:09,ShortEntry,StopLoss,($634.18),"$53,403.74 ",$4.18 ,"$1,305.00 ",$170.00 ,3
908,NQ MAR25,Long,1,13338.25,13411.75,10/5/2020 10:39,10/5/2020 15:27,LongEntry,ProfitTarget,"$1,465.82 ","$54,869.56 ",$4.18 ,$385.00 ,"$1,620.00 ",33
909,NQ MAR25,Short,1,13325.25,13350.75,10/6/2020 11:33,10/6/2020 12:27,ShortEntry,StopLoss,($514.18),"$54,355.38 ",$4.18 ,$620.00 ,$725.00 ,7
910,NQ MAR25,Long,1,13354,13368,10/7/2020 11:24,10/7/2020 12:45,LongEntry,StopLoss,$275.82 ,"$54,631.20 ",$4.18 ,$580.00 ,$610.00 ,10
911,NQ MAR25,Long,1,13487.75,13461,10/8/2020 13:03,10/8/2020 13:30,LongEntry,StopLoss,($539.18),"$54,092.02 ",$4.18 ,$595.00 ,$35.00 ,4
912,NQ MAR25,Long,1,13585,13630.75,10/9/2020 11:06,10/9/2020 13:12,LongEntry,ProfitTarget,$910.82 ,"$55,002.84 ",$4.18 ,$95.00 ,$970.00 ,15
913,NQ MAR25,Long,1,13848.75,13929,10/12/2020 10:39,10/12/2020 11:24,LongEntry,ProfitTarget,"$1,600.82 ","$56,603.66 ",$4.18 ,$245.00 ,"$1,710.00 ",6
914,NQ MAR25,Long,1,14068.25,14015.75,10/13/2020 11:24,10/13/2020 12:27,LongEntry,StopLoss,"($1,054.18)","$55,549.48 ",$4.18 ,"$1,205.00 ",$905.00 ,8
915,NQ MAR25,Short,1,13985,14013,10/14/2020 10:39,10/14/2020 10:57,ShortEntry,StopLoss,($564.18),"$54,985.30 ",$4.18 ,$660.00 ,$520.00 ,3
916,NQ MAR25,Short,1,13725,13775.75,10/15/2020 10:39,10/15/2020 11:33,ShortEntry,StopLoss,"($1,019.18)","$53,966.12 ",$4.18 ,"$1,105.00 ",$930.00 ,7
917,NQ MAR25,Long,1,13947,13914,10/16/2020 10:39,10/16/2020 10:57,LongEntry,StopLoss,($664.18),"$53,301.94 ",$4.18 ,$660.00 ,$110.00 ,3
918,NQ MAR25,Short,1,13657.5,13594.5,10/20/2020 11:42,10/20/2020 17:00,ShortEntry,Exit on session close,"$1,255.82 ","$54,557.76 ",$4.18 ,$385.00 ,"$1,610.00 ",37
919,NQ MAR25,Long,1,13570.25,13576.5,10/21/2020 14:33,10/21/2020 17:00,LongEntry,Exit on session close,$120.82 ,"$54,678.58 ",$4.18 ,$670.00 ,$175.00 ,18
920,NQ MAR25,Long,1,13587,13560.5,10/22/2020 11:42,10/22/2020 15:09,LongEntry,StopLoss,($534.18),"$54,144.40 ",$4.18 ,$595.00 ,$470.00 ,24
921,NQ MAR25,Short,1,13530.25,13440.5,10/26/2020 10:48,10/26/2020 11:15,ShortEntry,ProfitTarget,"$1,790.82 ","$55,935.22 ",$4.18 ,$245.00 ,"$2,195.00 ",4
922,NQ MAR25,Short,1,13432,13468.25,10/27/2020 10:39,10/27/2020 10:48,ShortEntry,StopLoss,($729.18),"$55,206.04 ",$4.18 ,$925.00 ,$120.00 ,2
923,NQ MAR25,Short,1,13162,13185.25,10/28/2020 10:39,10/28/2020 10:48,ShortEntry,StopLoss,($469.18),"$54,736.86 ",$4.18 ,$740.00 ,$345.00 ,2
924,NQ MAR25,Long,1,13250.5,13215.75,10/29/2020 11:33,10/29/2020 12:09,LongEntry,StopLoss,($699.18),"$54,037.68 ",$4.18 ,"$1,105.00 ",$335.00 ,5
925,NQ MAR25,Short,1,12998.25,12910.75,10/30/2020 10:48,10/30/2020 15:00,ShortEntry,ProfitTarget,"$1,745.82 ","$55,783.50 ",$4.18 ,$620.00 ,"$2,440.00 ",29
926,NQ MAR25,Short,1,13002.25,12930,11/2/2020 11:33,11/2/2020 13:39,ShortEntry,ProfitTarget,"$1,440.82 ","$57,224.32 ",$4.18 ,$730.00 ,"$2,120.00 ",15
927,NQ MAR25,Long,1,13233.75,13208.5,11/3/2020 10:39,11/3/2020 13:48,LongEntry,StopLoss,($509.18),"$56,715.14 ",$4.18 ,$735.00 ,$900.00 ,22
