Trade number,Instrument,Market_position,Qty,Entry_price,Exit_price,Entry_time,Exit_time,Entry_name,Exit_name,Profit,Cum_net_profit,Commission,MAE,MFE,Bars
368,NQ MAR25,Long,1,9344.5,9345.5,8/2/2018 10:39,8/2/2018 11:24,LongEntry,StopLoss,$15.82 ,"$15,836.76 ",$4.18 ,$250.00 ,$345.00 ,6
369,NQ MAR25,Long,1,9438,9454.25,8/3/2018 12:45,8/3/2018 17:00,LongEntry,Exit on session close,$320.82 ,"$16,157.58 ",$4.18 ,$220.00 ,$340.00 ,29
370,NQ MAR25,Long,1,9469,9492.25,8/6/2018 12:00,8/6/2018 13:30,LongEntry,ProfitTarget,$460.82 ,"$16,618.40 ",$4.18 ,$85.00 ,$555.00 ,11
371,NQ MAR25,Long,1,9512.75,9528.75,8/7/2018 12:18,8/7/2018 17:00,LongEntry,Exit on session close,$315.82 ,"$16,934.22 ",$4.18 ,$10.00 ,$395.00 ,32
372,NQ MAR25,Short,1,9517.25,9528.5,8/8/2018 12:18,8/8/2018 12:45,ShortEntry,StopLoss,($229.18),"$16,705.04 ",$4.18 ,$245.00 ,$25.00 ,4
373,NQ MAR25,Long,1,9544.75,9535,8/9/2018 10:39,8/9/2018 11:24,LongEntry,StopLoss,($199.18),"$16,505.86 ",$4.18 ,$250.00 ,$115.00 ,6
374,NQ MAR25,Long,1,9484.25,9470.5,8/10/2018 11:51,8/10/2018 13:48,LongEntry,StopLoss,($279.18),"$16,226.68 ",$4.18 ,$325.00 ,$115.00 ,14
375,NQ MAR25,Long,1,9521,9503,8/13/2018 10:39,8/13/2018 11:24,LongEntry,StopLoss,($364.18),"$15,862.50 ",$4.18 ,$445.00 ,$110.00 ,6
376,NQ MAR25,Long,1,9488,9510.25,8/14/2018 10:48,8/14/2018 17:00,LongEntry,Exit on session close,$440.82 ,"$16,303.32 ",$4.18 ,$75.00 ,$505.00 ,42
377,NQ MAR25,Short,1,9371,9392.25,8/15/2018 10:39,8/15/2018 10:48,ShortEntry,StopLoss,($429.18),"$15,874.14 ",$4.18 ,$435.00 ,$120.00 ,2
378,NQ MAR25,Short,1,9468.25,9436,8/16/2018 13:03,8/16/2018 14:42,ShortEntry,ProfitTarget,$640.82 ,"$16,514.96 ",$4.18 ,$110.00 ,$695.00 ,12
379,NQ MAR25,Short,1,9376,9380.75,8/17/2018 10:39,8/17/2018 11:06,ShortEntry,StopLoss,($99.18),"$16,415.78 ",$4.18 ,$240.00 ,$65.00 ,4
380,NQ MAR25,Long,1,9420.5,9428.75,8/20/2018 12:00,8/20/2018 17:00,LongEntry,Exit on session close,$160.82 ,"$16,576.60 ",$4.18 ,$220.00 ,$505.00 ,34
381,NQ MAR25,Long,1,9476.5,9482.5,8/22/2018 11:06,8/22/2018 17:00,LongEntry,Exit on session close,$115.82 ,"$16,692.42 ",$4.18 ,$155.00 ,$335.00 ,41
382,NQ MAR25,Long,1,9519.25,9511,8/23/2018 10:48,8/23/2018 10:57,LongEntry,StopLoss,($169.18),"$16,523.24 ",$4.18 ,$185.00 ,$50.00 ,2
383,NQ MAR25,Long,1,9540.75,9531.75,8/24/2018 10:57,8/24/2018 11:15,LongEntry,StopLoss,($184.18),"$16,339.06 ",$4.18 ,$245.00 ,$65.00 ,3
384,NQ MAR25,Long,1,9610.25,9603.5,8/27/2018 10:39,8/27/2018 10:48,LongEntry,StopLoss,($139.18),"$16,199.88 ",$4.18 ,$155.00 ,$40.00 ,2
385,NQ MAR25,Short,1,9615.25,9626.75,8/28/2018 12:09,8/28/2018 12:27,ShortEntry,StopLoss,($234.18),"$15,965.70 ",$4.18 ,$240.00 ,$50.00 ,3
386,NQ MAR25,Long,1,9675.25,9696,8/29/2018 10:48,8/29/2018 11:33,LongEntry,ProfitTarget,$410.82 ,"$16,376.52 ",$4.18 ,$15.00 ,$445.00 ,6
387,NQ MAR25,Short,1,9710.75,9722,8/30/2018 11:33,8/30/2018 12:18,ShortEntry,StopLoss,($229.18),"$16,147.34 ",$4.18 ,$285.00 ,$105.00 ,6
388,NQ MAR25,Short,1,9698.75,9722.5,8/31/2018 12:00,8/31/2018 17:00,ShortEntry,Exit on session close,($479.18),"$15,668.16 ",$4.18 ,$475.00 ,$340.00 ,35
389,NQ MAR25,Long,1,9726.75,9729.5,9/3/2018 11:06,9/3/2018 13:00,LongEntry,Exit on session close,$50.82 ,"$15,718.98 ",$4.18 ,$65.00 ,$175.00 ,14
390,NQ MAR25,Long,1,9689.75,9664.25,9/4/2018 11:15,9/4/2018 12:00,LongEntry,StopLoss,($514.18),"$15,204.80 ",$4.18 ,$515.00 ,$105.00 ,6
391,NQ MAR25,Long,1,9593.75,9577.5,9/5/2018 12:18,9/5/2018 15:18,LongEntry,StopLoss,($329.18),"$14,875.62 ",$4.18 ,$390.00 ,$325.00 ,21
392,NQ MAR25,Short,1,9495.5,9515,9/6/2018 11:06,9/6/2018 15:18,ShortEntry,StopLoss,($394.18),"$14,481.44 ",$4.18 ,$400.00 ,$785.00 ,29
393,NQ MAR25,Short,1,9490,9510.5,9/7/2018 12:27,9/7/2018 13:03,ShortEntry,StopLoss,($414.18),"$14,067.26 ",$4.18 ,$505.00 ,$180.00 ,5
394,NQ MAR25,Long,1,9484.25,9477.5,9/10/2018 10:57,9/10/2018 11:15,LongEntry,StopLoss,($139.18),"$13,928.08 ",$4.18 ,$275.00 ,$195.00 ,3
395,NQ MAR25,Short,1,9506.75,9522.75,9/11/2018 11:06,9/11/2018 11:15,ShortEntry,StopLoss,($324.18),"$13,603.90 ",$4.18 ,$365.00 ,$55.00 ,2
396,NQ MAR25,Long,1,9535.5,9504.25,9/12/2018 11:33,9/12/2018 12:00,LongEntry,StopLoss,($629.18),"$12,974.72 ",$4.18 ,$625.00 ,$210.00 ,4
397,NQ MAR25,Long,1,9613.25,9602.5,9/13/2018 11:24,9/13/2018 14:33,LongEntry,StopLoss,($219.18),"$12,755.54 ",$4.18 ,$350.00 ,$365.00 ,22
398,NQ MAR25,Short,1,9574.5,9584.5,9/14/2018 12:36,9/14/2018 13:03,ShortEntry,StopLoss,($204.18),"$12,551.36 ",$4.18 ,$300.00 ,$120.00 ,4
399,NQ MAR25,Short,1,9504.25,9515.75,9/17/2018 11:06,9/17/2018 11:15,ShortEntry,StopLoss,($234.18),"$12,317.18 ",$4.18 ,$390.00 ,$10.00 ,2
400,NQ MAR25,Long,1,9554.5,9549.25,9/18/2018 10:39,9/18/2018 17:00,LongEntry,Exit on session close,($109.18),"$12,208.00 ",$4.18 ,$275.00 ,$600.00 ,44
401,NQ MAR25,Short,1,9517.5,9539.25,9/19/2018 12:45,9/19/2018 15:36,ShortEntry,StopLoss,($439.18),"$11,768.82 ",$4.18 ,$455.00 ,$260.00 ,20
402,NQ MAR25,Long,1,9620.75,9633.5,9/20/2018 12:00,9/20/2018 17:00,LongEntry,Exit on session close,$250.82 ,"$12,019.64 ",$4.18 ,$255.00 ,$325.00 ,34
403,NQ MAR25,Short,1,9607.5,9613.75,9/21/2018 10:39,9/21/2018 11:24,ShortEntry,StopLoss,($129.18),"$11,890.46 ",$4.18 ,$200.00 ,$240.00 ,6
404,NQ MAR25,Short,1,9588.5,9611.5,9/24/2018 14:42,9/24/2018 17:00,ShortEntry,Exit on session close,($464.18),"$11,426.28 ",$4.18 ,$515.00 ,$75.00 ,16
405,NQ MAR25,Long,1,9605.25,9618.5,9/25/2018 11:42,9/25/2018 17:00,LongEntry,Exit on session close,$260.82 ,"$11,687.10 ",$4.18 ,$225.00 ,$270.00 ,36
406,NQ MAR25,Long,1,9644.75,9672.25,9/26/2018 10:57,9/26/2018 14:15,LongEntry,ProfitTarget,$545.82 ,"$12,232.92 ",$4.18 ,$150.00 ,$625.00 ,23
407,NQ MAR25,Long,1,9701.5,9691,9/27/2018 11:15,9/27/2018 11:33,LongEntry,StopLoss,($214.18),"$12,018.74 ",$4.18 ,$210.00 ,$10.00 ,3
408,NQ MAR25,Long,1,9669.25,9667.75,9/28/2018 10:57,9/28/2018 13:03,LongEntry,StopLoss,($34.18),"$11,984.56 ",$4.18 ,$295.00 ,$560.00 ,15
409,NQ MAR25,Short,1,9707.25,9695,10/1/2018 13:03,10/1/2018 17:00,ShortEntry,Exit on session close,$240.82 ,"$12,225.38 ",$4.18 ,$190.00 ,$700.00 ,27
410,NQ MAR25,Short,1,9688.5,9667.75,10/2/2018 15:09,10/2/2018 15:36,ShortEntry,ProfitTarget,$410.82 ,"$12,636.20 ",$4.18 ,$10.00 ,$625.00 ,4
411,NQ MAR25,Short,1,9708.25,9694.5,10/3/2018 10:57,10/3/2018 11:24,ShortEntry,ProfitTarget,$270.82 ,"$12,907.02 ",$4.18 ,$35.00 ,$490.00 ,4
412,NQ MAR25,Short,1,9567.5,9540.5,10/4/2018 10:39,10/4/2018 12:18,ShortEntry,ProfitTarget,$535.82 ,"$13,442.84 ",$4.18 ,$260.00 ,$730.00 ,12
413,NQ MAR25,Short,1,9410.5,9435.5,10/5/2018 12:09,10/5/2018 14:33,ShortEntry,StopLoss,($504.18),"$12,938.66 ",$4.18 ,$500.00 ,$865.00 ,17
414,NQ MAR25,Short,1,9416.5,9374,10/8/2018 11:06,10/8/2018 11:42,ShortEntry,ProfitTarget,$845.82 ,"$13,784.48 ",$4.18 ,$180.00 ,$900.00 ,5
415,NQ MAR25,Long,1,9466,9441,10/9/2018 10:57,10/9/2018 11:15,LongEntry,StopLoss,($504.18),"$13,280.30 ",$4.18 ,$690.00 ,$100.00 ,3
416,NQ MAR25,Short,1,9235,9266.75,10/10/2018 11:33,10/10/2018 12:00,ShortEntry,StopLoss,($639.18),"$12,641.12 ",$4.18 ,$665.00 ,$105.00 ,4
417,NQ MAR25,Short,1,9018,9062.75,10/11/2018 11:15,10/11/2018 11:33,ShortEntry,StopLoss,($899.18),"$11,741.94 ",$4.18 ,$900.00 ,$445.00 ,3
418,NQ MAR25,Short,1,9124.25,9158,10/12/2018 12:00,10/12/2018 15:18,ShortEntry,StopLoss,($679.18),"$11,062.76 ",$4.18 ,$690.00 ,"$1,380.00 ",23
419,NQ MAR25,Short,1,9123.5,9154.5,10/15/2018 12:18,10/15/2018 12:45,ShortEntry,StopLoss,($624.18),"$10,438.58 ",$4.18 ,$640.00 ,$365.00 ,4
420,NQ MAR25,Short,1,9172,9201.25,10/16/2018 10:48,10/16/2018 10:57,ShortEntry,StopLoss,($589.18),"$9,849.40 ",$4.18 ,$675.00 ,$0.00 ,2
421,NQ MAR25,Short,1,9285,9306.25,10/17/2018 10:39,10/17/2018 12:00,ShortEntry,StopLoss,($429.18),"$9,420.22 ",$4.18 ,$580.00 ,$865.00 ,10
422,NQ MAR25,Long,1,9260.75,9233.5,10/18/2018 10:57,10/18/2018 11:24,LongEntry,StopLoss,($549.18),"$8,871.04 ",$4.18 ,$570.00 ,$275.00 ,4
423,NQ MAR25,Short,1,9198,9136,10/19/2018 11:51,10/19/2018 12:36,ShortEntry,ProfitTarget,"$1,235.82 ","$10,106.86 ",$4.18 ,$180.00 ,"$1,255.00 ",6
424,NQ MAR25,Long,1,9212.25,9182.5,10/22/2018 11:06,10/22/2018 11:51,LongEntry,StopLoss,($599.18),"$9,507.68 ",$4.18 ,$615.00 ,$325.00 ,6
425,NQ MAR25,Long,1,9039.5,9041.25,10/23/2018 11:42,10/23/2018 12:18,LongEntry,StopLoss,$30.82 ,"$9,538.50 ",$4.18 ,$570.00 ,$105.00 ,5
426,NQ MAR25,Short,1,9090.5,9032.25,10/24/2018 10:48,10/24/2018 11:24,ShortEntry,ProfitTarget,"$1,160.82 ","$10,699.32 ",$4.18 ,$280.00 ,"$1,360.00 ",5
427,NQ MAR25,Long,1,9014,9083.5,10/25/2018 13:03,10/25/2018 15:00,LongEntry,ProfitTarget,"$1,385.82 ","$12,085.14 ",$4.18 ,$575.00 ,"$1,640.00 ",14
428,NQ MAR25,Short,1,8782.75,8843.75,10/26/2018 11:06,10/26/2018 11:33,ShortEntry,StopLoss,"($1,224.18)","$10,860.96 ",$4.18 ,"$1,300.00 ",$240.00 ,4
429,NQ MAR25,Short,1,8945,8874.25,10/29/2018 11:06,10/29/2018 12:09,ShortEntry,ProfitTarget,"$1,410.82 ","$12,271.78 ",$4.18 ,$125.00 ,"$1,445.00 ",8
430,NQ MAR25,Long,1,8830,8789.25,10/30/2018 12:00,10/30/2018 12:09,LongEntry,StopLoss,($819.18),"$11,452.60 ",$4.18 ,$895.00 ,$5.00 ,2
431,NQ MAR25,Long,1,9010.5,8979,10/31/2018 12:54,10/31/2018 17:00,LongEntry,Exit on session close,($634.18),"$10,818.42 ",$4.18 ,$725.00 ,$980.00 ,28
432,NQ MAR25,Long,1,9053,9049,11/1/2018 11:42,11/1/2018 17:00,LongEntry,Exit on session close,($84.18),"$10,734.24 ",$4.18 ,$645.00 ,$940.00 ,36
433,NQ MAR25,Short,1,8996.75,8996.25,11/2/2018 10:57,11/2/2018 17:00,ShortEntry,Exit on session close,$5.82 ,"$10,740.06 ",$4.18 ,$480.00 ,"$1,305.00 ",41
434,NQ MAR25,Short,1,8893,8900,11/5/2018 10:39,11/5/2018 10:48,ShortEntry,StopLoss,($144.18),"$10,595.88 ",$4.18 ,$445.00 ,$10.00 ,2
435,NQ MAR25,Short,1,9007.25,9023.5,11/6/2018 11:06,11/6/2018 12:54,ShortEntry,StopLoss,($329.18),"$10,266.70 ",$4.18 ,$380.00 ,$560.00 ,13
436,NQ MAR25,Long,1,9178.25,9239.5,11/7/2018 11:06,11/7/2018 17:00,LongEntry,Exit on session close,"$1,220.82 ","$11,487.52 ",$4.18 ,$420.00 ,"$1,340.00 ",40
437,NQ MAR25,Short,1,9186,9201.75,11/8/2018 13:21,11/8/2018 14:24,ShortEntry,StopLoss,($319.18),"$11,168.34 ",$4.18 ,$455.00 ,$420.00 ,8
438,NQ MAR25,Long,1,9092.75,9078.5,11/9/2018 10:57,11/9/2018 11:06,LongEntry,StopLoss,($289.18),"$10,879.16 ",$4.18 ,$375.00 ,$0.00 ,2
439,NQ MAR25,Short,1,8894.5,8915.25,11/12/2018 11:06,11/12/2018 12:18,ShortEntry,StopLoss,($419.18),"$10,459.98 ",$4.18 ,$430.00 ,$970.00 ,9
440,NQ MAR25,Long,1,8961.25,8933.5,11/13/2018 11:15,11/13/2018 11:51,LongEntry,StopLoss,($559.18),"$9,900.80 ",$4.18 ,$660.00 ,$420.00 ,5
441,NQ MAR25,Short,1,8871.25,8813.25,11/14/2018 10:39,11/14/2018 12:27,ShortEntry,ProfitTarget,"$1,155.82 ","$11,056.62 ",$4.18 ,$370.00 ,"$1,400.00 ",13
442,NQ MAR25,Long,1,8813,8892.25,11/15/2018 11:15,11/15/2018 13:48,LongEntry,ProfitTarget,"$1,580.82 ","$12,637.44 ",$4.18 ,$255.00 ,"$1,635.00 ",18
443,NQ MAR25,Long,1,8918.25,8891.75,11/16/2018 10:48,11/16/2018 11:15,LongEntry,StopLoss,($534.18),"$12,103.26 ",$4.18 ,$615.00 ,$50.00 ,4
444,NQ MAR25,Short,1,8737.5,8692.25,11/19/2018 11:42,11/19/2018 13:30,ShortEntry,ProfitTarget,$900.82 ,"$13,004.08 ",$4.18 ,$140.00 ,"$1,265.00 ",13
445,NQ MAR25,Long,1,8585.75,8563,11/20/2018 10:57,11/20/2018 13:39,LongEntry,StopLoss,($459.18),"$12,544.90 ",$4.18 ,$695.00 ,"$1,195.00 ",19
446,NQ MAR25,Long,1,8662.5,8635.75,11/21/2018 11:24,11/21/2018 12:18,LongEntry,StopLoss,($539.18),"$12,005.72 ",$4.18 ,$635.00 ,$110.00 ,7
447,NQ MAR25,Short,1,8540,8551.5,11/22/2018 10:39,11/22/2018 12:18,ShortEntry,StopLoss,($234.18),"$11,771.54 ",$4.18 ,$295.00 ,$265.00 ,12
448,NQ MAR25,Short,1,8582.25,8594.5,11/23/2018 10:39,11/23/2018 10:48,ShortEntry,StopLoss,($249.18),"$11,522.36 ",$4.18 ,$360.00 ,$80.00 ,2
449,NQ MAR25,Short,1,8631.75,8651,11/26/2018 12:54,11/26/2018 13:21,ShortEntry,StopLoss,($389.18),"$11,133.18 ",$4.18 ,$420.00 ,$120.00 ,4
450,NQ MAR25,Short,1,8705.5,8724.25,11/27/2018 10:57,11/27/2018 11:06,ShortEntry,StopLoss,($379.18),"$10,754.00 ",$4.18 ,$495.00 ,$35.00 ,2
451,NQ MAR25,Long,1,8847.25,8898,11/28/2018 12:36,11/28/2018 13:57,LongEntry,ProfitTarget,"$1,010.82 ","$11,764.82 ",$4.18 ,$170.00 ,"$1,205.00 ",10
452,NQ MAR25,Short,1,8885,8899.5,11/29/2018 10:39,11/29/2018 10:48,ShortEntry,StopLoss,($294.18),"$11,470.64 ",$4.18 ,$685.00 ,$0.00 ,2
453,NQ MAR25,Short,1,8922.75,8938.75,11/30/2018 11:24,11/30/2018 12:00,ShortEntry,StopLoss,($324.18),"$11,146.46 ",$4.18 ,$340.00 ,$190.00 ,5
454,NQ MAR25,Long,1,9108,9076.5,12/3/2018 10:39,12/3/2018 10:57,LongEntry,StopLoss,($634.18),"$10,512.28 ",$4.18 ,$630.00 ,$40.00 ,3
455,NQ MAR25,Short,1,9013.5,8974,12/4/2018 12:09,12/4/2018 12:18,ShortEntry,ProfitTarget,$785.82 ,"$11,298.10 ",$4.18 ,$5.00 ,"$1,075.00 ",2
456,NQ MAR25,Long,1,8734.5,8697,12/6/2018 10:39,12/6/2018 11:06,LongEntry,StopLoss,($754.18),"$10,543.92 ",$4.18 ,$805.00 ,$140.00 ,4
457,NQ MAR25,Short,1,8787.75,8724,12/7/2018 10:39,12/7/2018 11:24,ShortEntry,ProfitTarget,"$1,270.82 ","$11,814.74 ",$4.18 ,$125.00 ,"$1,305.00 ",6
458,NQ MAR25,Long,1,8674.5,8640.25,12/10/2018 13:03,12/10/2018 13:39,LongEntry,StopLoss,($689.18),"$11,125.56 ",$4.18 ,$745.00 ,$50.00 ,5
459,NQ MAR25,Short,1,8760.5,8699.5,12/11/2018 11:15,12/11/2018 13:57,ShortEntry,ProfitTarget,"$1,215.82 ","$12,341.38 ",$4.18 ,$300.00 ,"$1,415.00 ",19
460,NQ MAR25,Short,1,8874.25,8817.25,12/12/2018 13:57,12/12/2018 14:42,ShortEntry,ProfitTarget,"$1,135.82 ","$13,477.20 ",$4.18 ,$120.00 ,"$1,330.00 ",6
461,NQ MAR25,Short,1,8785,8796.5,12/13/2018 10:57,12/13/2018 12:00,ShortEntry,StopLoss,($234.18),"$13,243.02 ",$4.18 ,$590.00 ,$395.00 ,8
462,NQ MAR25,Long,1,8589.5,8564.75,12/17/2018 10:39,12/17/2018 10:48,LongEntry,StopLoss,($499.18),"$12,743.84 ",$4.18 ,$535.00 ,$135.00 ,2
463,NQ MAR25,Long,1,8533.5,8513.75,12/18/2018 10:48,12/18/2018 10:57,LongEntry,StopLoss,($399.18),"$12,344.66 ",$4.18 ,$550.00 ,$135.00 ,2
464,NQ MAR25,Long,1,8574.75,8547.75,12/19/2018 12:27,12/19/2018 13:12,LongEntry,StopLoss,($544.18),"$11,800.48 ",$4.18 ,$550.00 ,$235.00 ,6
465,NQ MAR25,Short,1,8286,8221.25,12/20/2018 11:42,12/20/2018 14:15,ShortEntry,ProfitTarget,"$1,290.82 ","$13,091.30 ",$4.18 ,$185.00 ,"$1,805.00 ",18
466,NQ MAR25,Short,1,8252,8177.75,12/21/2018 11:06,12/21/2018 12:09,ShortEntry,ProfitTarget,"$1,480.82 ","$14,572.12 ",$4.18 ,$75.00 ,"$1,610.00 ",8
467,NQ MAR25,Long,1,8005.5,8060.5,12/24/2018 10:39,12/24/2018 10:57,LongEntry,ProfitTarget,"$1,095.82 ","$15,667.94 ",$4.18 ,$90.00 ,"$1,740.00 ",3
468,NQ MAR25,Long,1,8008.75,8088,12/26/2018 11:42,12/26/2018 12:27,LongEntry,ProfitTarget,"$1,580.82 ","$17,248.76 ",$4.18 ,$205.00 ,"$2,080.00 ",6
469,NQ MAR25,Long,1,8148.25,8108.75,12/27/2018 11:51,12/27/2018 12:36,LongEntry,StopLoss,($794.18),"$16,454.58 ",$4.18 ,$915.00 ,$70.00 ,6
470,NQ MAR25,Short,1,8261.25,8275,12/28/2018 10:39,12/28/2018 11:06,ShortEntry,StopLoss,($279.18),"$16,175.40 ",$4.18 ,$805.00 ,$460.00 ,4
471,NQ MAR25,Long,1,8320.75,8304,12/31/2018 12:18,12/31/2018 14:33,LongEntry,StopLoss,($339.18),"$15,836.22 ",$4.18 ,$425.00 ,$725.00 ,16
472,NQ MAR25,Long,1,8328.5,8385.75,1/2/2019 11:15,1/2/2019 13:48,LongEntry,ProfitTarget,"$1,140.82 ","$16,977.04 ",$4.18 ,$330.00 ,"$1,445.00 ",18
473,NQ MAR25,Long,1,8225.75,8197,1/3/2019 11:24,1/3/2019 13:30,LongEntry,StopLoss,($579.18),"$16,397.86 ",$4.18 ,$750.00 ,"$1,045.00 ",15
474,NQ MAR25,Long,1,8391.75,8426,1/4/2019 11:24,1/4/2019 17:00,LongEntry,Exit on session close,$680.82 ,"$17,078.68 ",$4.18 ,$305.00 ,"$1,295.00 ",38
475,NQ MAR25,Short,1,8464,8486.5,1/7/2019 11:42,1/7/2019 11:51,ShortEntry,StopLoss,($454.18),"$16,624.50 ",$4.18 ,$465.00 ,$0.00 ,2
476,NQ MAR25,Long,1,8508.5,8489,1/8/2019 11:33,1/8/2019 11:42,LongEntry,StopLoss,($394.18),"$16,230.32 ",$4.18 ,$455.00 ,$120.00 ,2
477,NQ MAR25,Long,1,8601.75,8597.75,1/9/2019 11:33,1/9/2019 17:00,LongEntry,Exit on session close,($84.18),"$16,146.14 ",$4.18 ,$305.00 ,$755.00 ,37
478,NQ MAR25,Long,1,8578.75,8617.5,1/10/2019 10:39,1/10/2019 13:03,LongEntry,ProfitTarget,$770.82 ,"$16,916.96 ",$4.18 ,$185.00 ,$880.00 ,17
479,NQ MAR25,Long,1,8606.5,8585,1/11/2019 12:54,1/11/2019 13:30,LongEntry,StopLoss,($434.18),"$16,482.78 ",$4.18 ,$520.00 ,$0.00 ,5
480,NQ MAR25,Long,1,8569,8558.75,1/14/2019 13:48,1/14/2019 14:24,LongEntry,StopLoss,($209.18),"$16,273.60 ",$4.18 ,$305.00 ,$95.00 ,5
481,NQ MAR25,Short,1,8641.75,8665,1/15/2019 14:51,1/15/2019 15:18,ShortEntry,StopLoss,($469.18),"$15,804.42 ",$4.18 ,$465.00 ,$95.00 ,4
482,NQ MAR25,Short,1,8690,8703.25,1/16/2019 10:48,1/16/2019 11:33,ShortEntry,StopLoss,($269.18),"$15,535.24 ",$4.18 ,$310.00 ,$390.00 ,6
483,NQ MAR25,Long,1,8685,8716.5,1/17/2019 11:24,1/17/2019 14:51,LongEntry,ProfitTarget,$625.82 ,"$16,161.06 ",$4.18 ,$185.00 ,$750.00 ,24
484,NQ MAR25,Long,1,8790.5,8774.75,1/18/2019 11:06,1/18/2019 14:42,LongEntry,StopLoss,($319.18),"$15,841.88 ",$4.18 ,$325.00 ,$645.00 ,25
485,NQ MAR25,Long,1,8755.25,8755.75,1/21/2019 13:00,1/21/2019 13:00,LongEntry,Exit on session close,$5.82 ,"$15,847.70 ",$4.18 ,$0.00 ,$10.00 ,1
486,NQ MAR25,Short,1,8677.25,8646.75,1/22/2019 12:09,1/22/2019 13:30,ShortEntry,ProfitTarget,$605.82 ,"$16,453.52 ",$4.18 ,$280.00 ,$755.00 ,10
487,NQ MAR25,Short,1,8683.75,8638.5,1/23/2019 10:48,1/23/2019 11:33,ShortEntry,ProfitTarget,$900.82 ,"$17,354.34 ",$4.18 ,$20.00 ,$940.00 ,6
488,NQ MAR25,Short,1,8673,8691,1/24/2019 11:06,1/24/2019 11:51,ShortEntry,StopLoss,($364.18),"$16,990.16 ",$4.18 ,$415.00 ,$340.00 ,6
489,NQ MAR25,Long,1,8796.75,8780.5,1/25/2019 12:09,1/25/2019 13:03,LongEntry,StopLoss,($329.18),"$16,660.98 ",$4.18 ,$415.00 ,$165.00 ,7
490,NQ MAR25,Long,1,8685.75,8673.75,1/28/2019 10:39,1/28/2019 11:06,LongEntry,StopLoss,($244.18),"$16,416.80 ",$4.18 ,$330.00 ,$95.00 ,4
491,NQ MAR25,Short,1,8620.25,8629,1/29/2019 11:15,1/29/2019 11:33,ShortEntry,StopLoss,($179.18),"$16,237.62 ",$4.18 ,$300.00 ,$5.00 ,3
492,NQ MAR25,Long,1,8708.75,8741,1/30/2019 10:48,1/30/2019 12:27,LongEntry,ProfitTarget,$640.82 ,"$16,878.44 ",$4.18 ,$175.00 ,$655.00 ,12
493,NQ MAR25,Long,1,8893.25,8931,1/31/2019 10:39,1/31/2019 12:09,LongEntry,ProfitTarget,$750.82 ,"$17,629.26 ",$4.18 ,$125.00 ,$885.00 ,11
494,NQ MAR25,Long,1,8914.25,8890.25,2/1/2019 10:39,2/1/2019 11:06,LongEntry,StopLoss,($484.18),"$17,145.08 ",$4.18 ,$490.00 ,$120.00 ,4
495,NQ MAR25,Short,1,8945,8940,2/4/2019 15:00,2/4/2019 17:00,ShortEntry,Exit on session close,$95.82 ,"$17,240.90 ",$4.18 ,$650.00 ,$320.00 ,14
496,NQ MAR25,Short,1,8997.75,9010,2/5/2019 11:42,2/5/2019 11:51,ShortEntry,StopLoss,($249.18),"$16,991.72 ",$4.18 ,$280.00 ,$25.00 ,2
497,NQ MAR25,Long,1,9013.5,9006.5,2/6/2019 11:06,2/6/2019 11:42,LongEntry,StopLoss,($144.18),"$16,847.54 ",$4.18 ,$445.00 ,$110.00 ,5
498,NQ MAR25,Long,1,8945.5,8932.25,2/7/2019 10:39,2/7/2019 10:57,LongEntry,StopLoss,($269.18),"$16,578.36 ",$4.18 ,$305.00 ,$165.00 ,3
499,NQ MAR25,Long,1,8866.25,8918.25,2/8/2019 12:54,2/8/2019 17:00,LongEntry,Exit on session close,"$1,035.82 ","$17,614.18 ",$4.18 ,$35.00 ,"$1,090.00 ",28
500,NQ MAR25,Short,1,8909,8905,2/11/2019 13:39,2/11/2019 17:00,ShortEntry,Exit on session close,$75.82 ,"$17,690.00 ",$4.18 ,$160.00 ,$335.00 ,23
501,NQ MAR25,Long,1,9010.5,9014.75,2/12/2019 13:48,2/12/2019 17:00,LongEntry,Exit on session close,$80.82 ,"$17,770.82 ",$4.18 ,$75.00 ,$250.00 ,22
502,NQ MAR25,Long,1,9032.25,9011.25,2/13/2019 12:18,2/13/2019 17:00,LongEntry,Exit on session close,($424.18),"$17,346.64 ",$4.18 ,$515.00 ,$285.00 ,32
503,NQ MAR25,Long,1,9014.75,9011.5,2/14/2019 12:09,2/14/2019 17:00,LongEntry,Exit on session close,($69.18),"$17,277.46 ",$4.18 ,$105.00 ,$695.00 ,33
504,NQ MAR25,Long,1,9057.25,9050,2/15/2019 10:48,2/15/2019 11:15,LongEntry,StopLoss,($149.18),"$17,128.28 ",$4.18 ,$390.00 ,$230.00 ,4
505,NQ MAR25,Long,1,9084.75,9076,2/19/2019 12:09,2/19/2019 13:03,LongEntry,StopLoss,($179.18),"$16,949.10 ",$4.18 ,$235.00 ,$5.00 ,7
506,NQ MAR25,Long,1,9093.5,9083.5,2/20/2019 10:57,2/20/2019 11:33,LongEntry,StopLoss,($204.18),"$16,744.92 ",$4.18 ,$200.00 ,$40.00 ,5
507,NQ MAR25,Long,1,9032.25,9014.75,2/21/2019 11:15,2/21/2019 15:00,LongEntry,StopLoss,($354.18),"$16,390.74 ",$4.18 ,$355.00 ,$635.00 ,26
508,NQ MAR25,Short,1,9059.5,9069.75,2/22/2019 14:51,2/22/2019 15:27,ShortEntry,StopLoss,($209.18),"$16,181.56 ",$4.18 ,$215.00 ,$125.00 ,5
